"pincode","registered_users"
"147001","155727"
"121102","155722"
"560079","155676"
"560058","155618"
"121003","155581"
"141001","155573"
"711101","154935"
"301001","154881"
"122002","154797"
"411046","154739"
"495001","154709"
"140301","154665"
"846004","154656"
"474001","154609"
"530016","154509"
"842001","154271"
"635109","154260"
"431003","154167"
"249403","154116"
"641603","154106"
"845438","154094"
"826001","154052"
"480001","153878"
"600003","153839"
"823001","153810"
"452001","153695"
"394210","153681"
"485001","153628"
"530026","153586"
"827013","153474"
"800020","153436"
"600116","153412"
"516360","153381"
"635126","153358"
"302017","153346"
"421201","153146"
"244713","152927"
"600053","152912"
"751006","152860"
"560091","152819"
"382350","152795"
"110085","152640"
"248001","152499"
"121001","152399"
"641602","152392"
"700135","152223"
"802301","152195"
"815353","152156"
"302012","152051"
"500072","152034"
"600056","152028"
"814112","152004"
"524002","151939"
"492001","151787"
"491441","151705"
"497001","151503"
"141003","151376"
"410206","151268"
"845401","151249"
"768201","151222"
"500018","151140"
"491001","151138"
"201301","151073"
"313001","151034"
"396191","150868"
"201304","150626"
"751024","150570"
"201307","150570"
"520010","150546"
"751002","150534"
"263139","150398"
"801503","150388"
"641654","150380"
"122004","150225"
"140603","150206"
"500008","150197"
"147001","150119"
"700006","150098"
"110096","150097"
"602105","150085"
"800006","149937"
"334001","149863"
"382415","149751"
"140301","149749"
"641603","149737"
"395010","149506"
"302020","149472"
"518002","149368"
"452010","149318"
"211002","149208"
"462001","149137"
"141001","149085"
"302001","149077"
"411057","149071"
"124001","149067"
"517507","149001"
"247667","148897"
"846004","148858"
"516001","148851"
"500055","148821"
"600100","148795"
"248007","148729"
"500039","148574"
"600003","148553"
"141008","148538"
"502032","148439"
"641687","148437"
"110001","148352"
"244001","148286"
"123401","148188"
"382345","148068"
"173205","148059"
"515001","147941"
"600116","147851"
"263153","147765"
"505001","147716"
"600053","147707"
"122006","147672"
"827013","147650"
"500037","147485"
"385535","147477"
"395004","147473"
"302015","147454"
"751006","147406"
"482001","147363"
"842001","147230"
"711101","147152"
"768201","147146"
"244713","147122"
"517501","146823"
"110041","146820"
"110094","146798"
"411028","146715"
"600056","146708"
"753001","146687"
"635126","146590"
"802301","146579"
"753001","146545"
"600042","146544"
"506002","146501"
"122002","146453"
"641654","146438"
"302029","146384"
"815353","146378"
"700135","146345"
"249403","146342"
"826001","146243"
"482002","146207"
"396210","146107"
"711302","146034"
"831001","146025"
"560100","145990"
"823001","145953"
"145001","145881"
"395003","145856"
"530026","145842"
"491441","145795"
"751024","145759"
"141003","145745"
"110044","145716"
"635109","145634"
"496005","145586"
"201318","145568"
"491001","145556"
"396230","145541"
"500016","145433"
"751019","145388"
"141007","145260"
"247001","145252"
"457001","145248"
"530016","145206"
"751002","145133"
"140603","144965"
"801503","144944"
"248007","144857"
"700006","144816"
"147001","144751"
"452001","144699"
"302017","144656"
"474001","144518"
"140301","144358"
"121004","144318"
"110043","144276"
"834001","144151"
"516360","144068"
"201009","144046"
"455001","144023"
"831001","143940"
"411014","143887"
"560043","143778"
"524002","143764"
"301001","143723"
"485001","143700"
"311001","143656"
"497001","143644"
"845438","143642"
"760001","143583"
"800020","143564"
"495001","143559"
"600003","143494"
"480001","143414"
"560064","143378"
"520010","143308"
"600116","142908"
"600042","142905"
"382350","142849"
"143001","142830"
"641687","142791"
"140603","142781"
"825303","142712"
"263148","142627"
"700156","142515"
"121102","142490"
"250001","142373"
"600053","142356"
"602105","142269"
"700150","142151"
"201304","142149"
"141001","142144"
"711106","142077"
"846004","142051"
"751006","142017"
"751019","141931"
"641602","141899"
"600100","141741"
"411033","141507"
"753001","141496"
"247667","141465"
"711302","141463"
"244713","141433"
"800006","141267"
"560079","141222"
"753001","141176"
"121003","141046"
"827013","141023"
"700135","141013"
"491441","140800"
"263139","140799"
"831001","140731"
"145001","140658"
"396210","140568"
"500039","140426"
"600056","140407"
"751024","140397"
"834002","140330"
"396191","140329"
"411046","140288"
"496005","140288"
"302020","140229"
"815353","140185"
"518002","140153"
"382415","140098"
"141003","140056"
"492001","140048"
"302001","139859"
"842001","139844"
"516001","139840"
"382345","139819"
"145001","139792"
"802301","139772"
"431003","139768"
"711101","139738"
"845401","139691"
"141007","139661"
"635126","139569"
"452010","139367"
"140301","139296"
"491001","139295"
"302015","139198"
"140603","139073"
"201102","139053"
"140603","139003"
"395010","138999"
"248001","138990"
"751002","138929"
"147001","138928"
"517507","138735"
"711106","138727"
"801503","138639"
"249403","138582"
"462001","138574"
"263148","138541"
"700006","138486"
"760001","138393"
"823001","138345"
"385535","138286"
"122004","138271"
"173205","138260"
"313001","138209"
"700150","138189"
"826001","138132"
"211002","138117"
"482001","138100"
"121001","138083"
"560058","138060"
"263153","137954"
"515001","137945"
"248007","137853"
"530026","137812"
"600116","137703"
"500037","137674"
"825303","137641"
"502032","137595"
"500016","137551"
"600003","137459"
"700156","137452"
"600053","137388"
"410501","137359"
"700039","137354"
"751006","137343"
"395004","137335"
"500055","137330"
"122006","137295"
"394210","137283"
"560037","137280"
"641687","137228"
"500018","136968"
"834002","136842"
"700015","136835"
"122002","136781"
"110092","136676"
"635109","136599"
"124001","136592"
"334001","136562"
"500008","136530"
"517501","136436"
"145001","136188"
"302017","136122"
"530016","136049"
"201307","135947"
"753001","135884"
"395006","135881"
"520010","135719"
"700135","135679"
"831001","135678"
"506002","135673"
"751024","135558"
"752002","135557"
"123401","135535"
"395003","135529"
"800020","135524"
"491441","135501"
"145001","135470"
"110096","135423"
"244713","135226"
"497001","135215"
"524002","135136"
"141001","135133"
"411028","134946"
"496005","134929"
"846004","134888"
"411057","134886"
"396210","134878"
"600100","134860"
"201308","134788"
"141008","134739"
"516360","134622"
"560091","134585"
"815353","134570"
"302029","134500"
"474001","134469"
"457001","134427"
"492099","134380"
"247667","134342"
"452001","134323"
"800001","134254"
"482002","134193"
"827013","134187"
"480001","134163"
"141007","134146"
"815353","134073"
"141003","133998"
"602105","133972"
"485001","133879"
"600056","133858"
"492009","133745"
"490023","133739"
"140301","133738"
"302015","133707"
"756001","133487"
"760001","133440"
"845438","133423"
"110086","133412"
"301001","133372"
"421201","133341"
"760001","133168"
"491001","133077"
"248007","133055"
"382350","133012"
"147001","132932"
"600116","132880"
"721101","132872"
"505001","132856"
"140603","132797"
"802301","132748"
"110085","132600"
"842001","132578"
"641602","132560"
"635126","132473"
"700156","132452"
"600042","132448"
"751002","132413"
"751006","132381"
"201318","132350"
"825303","132183"
"700039","132142"
"201304","132136"
"560076","132105"
"711101","132051"
"500016","131969"
"801503","131911"
"700006","131837"
"742304","131799"
"800006","131686"
"751012","131681"
"700015","131676"
"311001","131583"
"752002","131567"
"110043","131498"
"600053","131493"
"396230","131460"
"495001","131279"
"249403","131244"
"500039","131225"
"600003","131177"
"753001","131139"
"145001","131029"
"396191","130996"
"382345","130967"
"518002","130871"
"122001","130847"
"455001","130830"
"144001","130764"
"263139","130684"
"560078","130681"
"110094","130660"
"831001","130659"
"302020","130651"
"492099","130619"
"823001","130535"
"516001","130500"
"382415","130437"
"496005","130435"
"700135","130409"
"421302","130390"
"491441","130250"
"396210","130050"
"491995","130023"
"815353","129864"
"302017","129853"
"751024","129787"
"760001","129724"
"452010","129645"
"500072","129543"
"110041","129476"
"826001","129475"
"121102","129418"
"410206","129314"
"530026","129270"
"250001","129231"
"517507","129214"
"141007","129075"
"110042","129008"
"247001","128979"
"492009","128941"
"302001","128922"
"560068","128921"
"244713","128905"
"490023","128901"
"385535","128886"
"502032","128750"
"302012","128747"
"482001","128730"
"700150","128721"
"834001","128715"
"760001","128693"
"395010","128538"
"756001","128470"
"173205","128445"
"845401","128397"
"141001","128376"
"174101","128297"
"248007","128269"
"515001","128227"
"700156","128192"
"530016","128059"
"122004","127957"
"395004","127956"
"742304","127917"
"721101","127891"
"263153","127869"
"600042","127865"
"751006","127849"
"500032","127812"
"846004","127805"
"140301","127787"
"600100","127705"
"815353","127685"
"520010","127618"
"700091","127531"
"825303","127486"
"500037","127455"
"635109","127444"
"141003","127410"
"600056","127333"
"827013","127298"
"600116","127254"
"700039","127254"
"462001","127166"
"313001","127121"
"211002","127093"
"492001","126984"
"751012","126926"
"122002","126886"
"247667","126841"
"302015","126802"
"122006","126740"
"560064","126663"
"700015","126663"
"411014","126623"
"147001","126600"
"800020","126595"
"491001","126583"
"497001","126575"
"201308","126492"
"524002","126459"
"831001","126430"
"140603","126324"
"516360","126260"
"753001","126222"
"560043","126199"
"124001","126121"
"145001","126098"
"144001","125995"
"751002","125902"
"635126","125806"
"802301","125702"
"121003","125626"
"842001","125613"
"474001","125599"
"822114","125580"
"560079","125493"
"600053","125379"
"751003","125337"
"602105","125331"
"752001","125327"
"700006","125316"
"496005","125306"
"801503","125223"
"485001","125104"
"600003","125101"
"491995","125067"
"500055","125011"
"396210","124984"
"110059","124901"
"174101","124826"
"174101","124815"
"560100","124803"
"517501","124727"
"700135","124707"
"395003","124692"
"491441","124619"
"500016","124539"
"480001","124525"
"845438","124418"
"431003","124330"
"492009","124316"
"248007","124120"
"490023","124113"
"123401","124071"
"141007","124029"
"700150","123919"
"760001","123846"
"334001","123837"
"751024","123769"
"711101","123732"
"382350","123709"
"600042","123688"
"411033","123678"
"394210","123670"
"700156","123670"
"249403","123554"
"756001","123517"
"742304","123320"
"751019","123169"
"721101","123088"
"700091","122985"
"457001","122974"
"500008","122840"
"452001","122796"
"700039","122792"
"301001","122776"
"825303","122527"
"302029","122421"
"302017","122407"
"248001","122387"
"751006","122327"
"700015","122316"
"800006","122307"
"751012","122259"
"411046","122222"
"500018","122206"
"752001","122168"
"244713","122158"
"823001","122153"
"121001","122040"
"382345","121975"
"641602","121857"
"201304","121814"
"110044","121802"
"140301","121762"
"382415","121750"
"831001","121661"
"753001","121625"
"144001","121534"
"518002","121529"
"754141","121526"
"145001","121502"
"815353","121429"
"600116","121335"
"141001","121266"
"141008","121221"
"600056","121108"
"396191","121067"
"516001","120997"
"846004","120989"
"530026","120973"
"822114","120966"
"826001","120936"
"201102","120848"
"500039","120841"
"751003","120810"
"752001","120768"
"141003","120731"
"500032","120627"
"530016","120621"
"496005","120618"
"827013","120585"
"560058","120584"
"411057","120482"
"147001","120433"
"491001","120368"
"452010","120352"
"492009","120315"
"411028","120199"
"396210","120136"
"140603","120123"
"495001","120117"
"122004","120068"
"455001","120057"
"600100","120046"
"173205","120028"
"302020","120003"
"490023","119960"
"502032","119900"
"482002","119882"
"396230","119858"
"174101","119848"
"395004","119752"
"834002","119691"
"751002","119601"
"520010","119561"
"248007","119534"
"760001","119421"
"700156","119413"
"491441","119363"
"385535","119329"
"482001","119294"
"700150","119283"
"263139","119265"
"635109","119256"
"600053","119247"
"742304","119245"
"143001","119228"
"600003","119226"
"515001","119223"
"756001","119168"
"517507","119146"
"700006","119101"
"802301","119021"
"635126","118854"
"700135","118831"
"801503","118829"
"141007","118808"
"721101","118798"
"247667","118780"
"524002","118730"
"751019","118706"
"700091","118578"
"201009","118561"
"600042","118508"
"842001","118411"
"302015","118374"
"201318","118300"
"311001","118290"
"751012","118260"
"754141","118216"
"752001","118207"
"700039","118190"
"505001","117965"
"825303","117868"
"110043","117835"
"497001","117695"
"751024","117692"
"700015","117690"
"302001","117686"
"495450","117658"
"201308","117632"
"263153","117596"
"144001","117565"
"247661","117560"
"800020","117437"
"395010","117410"
"831001","117405"
"516360","117397"
"121102","117172"
"160101","117061"
"121004","117034"
"247001","116900"
"500037","116709"
"602105","116613"
"145001","116518"
"845401","116500"
"751006","116476"
"474001","116379"
"752001","116344"
"494001","116308"
"452016","116281"
"751003","116255"
"500016","116204"
"753001","116189"
"462001","116167"
"396215","115912"
"560091","115911"
"492009","115855"
"140301","115842"
"124001","115727"
"711101","115675"
"244713","115663"
"201307","115602"
"834002","115573"
"249403","115541"
"490023","115541"
"395003","115539"
"313001","115454"
"600116","115418"
"211002","115266"
"248007","115242"
"496005","115217"
"382350","115202"
"122002","115060"
"700150","114987"
"174101","114956"
"845438","114907"
"742304","114746"
"756001","114649"
"492001","114627"
"201301","114625"
"110094","114562"
"396210","114561"
"815353","114546"
"600056","114499"
"122006","114395"
"700156","114380"
"141003","114354"
"247661","114334"
"751019","114331"
"302017","114314"
"721101","114293"
"832108","114279"
"110096","114255"
"480001","114237"
"760001","114159"
"250001","114100"
"530016","114042"
"734006","113991"
"700039","113983"
"823001","113959"
"382345","113956"
"846004","113937"
"110042","113898"
"147001","113889"
"751012","113854"
"396210","113815"
"491001","113772"
"827013","113698"
"410501","113676"
"141001","113616"
"140603","113615"
"530026","113581"
"123401","113575"
"160101","113514"
"495450","113506"
"491441","113505"
"600053","113418"
"144001","113407"
"700015","113400"
"395006","113391"
"500055","113344"
"826001","113312"
"141007","113238"
"600042","113181"
"600003","113049"
"517501","113033"
"751002","113032"
"396215","112752"
"700135","112749"
"382415","112726"
"834001","112703"
"700006","112681"
"518002","112673"
"500032","112642"
"160101","112604"
"825303","112498"
"800001","112494"
"301001","112490"
"600100","112485"
"752001","112434"
"751003","112354"
"520010","112324"
"831001","112288"
"801503","112216"
"494001","112189"
"800006","112180"
"500081","112128"
"560037","112074"
"802301","112066"
"334001","112040"
"751024","111933"
"516001","111898"
"492009","111857"
"457001","111581"
"834002","111447"
"635126","111400"
"515001","111359"
"490023","111318"
"145001","111293"
"742304","111188"
"394210","111163"
"173205","110995"
"385535","110989"
"302029","110968"
"751006","110806"
"431003","110778"
"524002","110746"
"396210","110726"
"842001","110719"
"495001","110715"
"247667","110702"
"700150","110694"
"395004","110684"
"560064","110644"
"700091","110637"
"753001","110631"
"174101","110611"
"751019","110506"
"201304","110497"
"248007","110486"
"756001","110390"
"635109","110280"
"500039","110276"
"482001","110268"
"452010","110196"
"832108","110144"
"721101","110111"
"497001","109875"
"751012","109853"
"122004","109845"
"600116","109830"
"496005","109817"
"396191","109788"
"302020","109680"
"302015","109679"
"140301","109619"
"144001","109356"
"560079","109287"
"700156","109159"
"495450","109138"
"500008","109098"
"455001","109090"
"700039","109027"
"602105","109002"
"244713","108918"
"396210","108872"
"263153","108650"
"760001","108625"
"452001","108587"
"800020","108548"
"263139","108459"
"700015","108457"
"160101","108400"
"711101","108369"
"517507","108199"
"752001","108183"
"110092","108175"
"751003","108112"
"516360","108073"
"815353","108014"
"494001","107925"
"600042","107903"
"834002","107816"
"641602","107812"
"491441","107760"
"141003","107724"
"141008","107678"
"201308","107652"
"500016","107543"
"249403","107534"
"600056","107501"
"141007","107341"
"485001","107317"
"122001","107275"
"600053","107237"
"396230","107112"
"302012","107088"
"452016","107084"
"831001","107039"
"492009","107033"
"700135","106987"
"110041","106984"
"700091","106950"
"395003","106915"
"491001","106903"
"147001","106847"
"825303","106810"
"140603","106702"
"382350","106647"
"823001","106623"
"827013","106574"
"700150","106554"
"846004","106541"
"490023","106532"
"530016","106404"
"751019","106326"
"530026","106320"
"421201","106288"
"600003","106261"
"201014","106204"
"121102","106171"
"174101","106155"
"411014","106132"
"462001","106091"
"751002","106076"
"124001","105974"
"832108","105935"
"141001","105913"
"382345","105910"
"751024","105857"
"700006","105800"
"500037","105786"
"145001","105746"
"400072","105695"
"248007","105620"
"411028","105603"
"600100","105601"
"756001","105514"
"845438","105491"
"495450","105476"
"826001","105475"
"742304","105471"
"302017","105403"
"311001","105316"
"751006","105312"
"845401","105308"
"721101","105279"
"248001","105135"
"751012","105097"
"801503","105096"
"753001","105041"
"500072","105012"
"520010","104956"
"144001","104885"
"482002","104846"
"500081","104692"
"802301","104690"
"395010","104683"
"480001","104519"
"494001","104414"
"160101","104350"
"751003","104317"
"302001","104285"
"752001","104254"
"500032","104250"
"496005","104122"
"635126","103999"
"600116","103946"
"313001","103927"
"121003","103920"
"700156","103879"
"192231","103871"
"382415","103846"
"825409","103843"
"834002","103789"
"700039","103750"
"123401","103749"
"201102","103700"
"797112","103584"
"560043","103571"
"247667","103466"
"382481","103359"
"411057","103325"
"700015","103268"
"760001","103200"
"842001","103177"
"395004","103138"
"560076","103108"
"396210","103014"
"140301","102934"
"518002","102905"
"516001","102893"
"515001","102848"
"600042","102844"
"192303","102535"
"751019","102493"
"410206","102393"
"700091","102363"
"781003","102310"
"411033","102306"
"122002","102287"
"832108","102231"
"492009","102118"
"524002","102103"
"700150","101966"
"174101","101879"
"122006","101815"
"301001","101785"
"831001","101772"
"497001","101713"
"244713","101673"
"491441","101670"
"490023","101541"
"173205","101524"
"482001","101513"
"335001","101510"
"141007","101491"
"495450","101392"
"832107","101382"
"110085","101332"
"121001","101287"
"495001","101245"
"492001","101202"
"825303","101120"
"500055","101115"
"815353","101090"
"263153","101035"
"711101","100995"
"700135","100918"
"160101","100857"
"110086","100850"
"302015","100778"
"141003","100724"
"742304","100694"
"192231","100647"
"600053","100637"
"602105","100634"
"600056","100579"
"517501","100561"
"248008","100552"
"797112","100407"
"248007","100406"
"249403","100400"
"145001","100381"
"494001","100315"
"756001","100305"
"560078","100291"
"721101","100212"
"834002","100178"
"751012","100176"
"825409","100070"
"396191","100064"
"144001","100011"
"263148","99933"
"491001","99908"
"122004","99827"
"192303","99820"
"751003","99818"
"500018","99797"
"752001","99796"
"530026","99754"
"147001","99727"
"753001","99711"
"140603","99698"
"382350","99646"
"452010","99616"
"751006","99613"
"600003","99585"
"500039","99557"
"143001","99483"
"827013","99483"
"751024","99369"
"263139","99310"
"394210","99259"
"846004","99223"
"211002","99215"
"751002","99150"
"781003","99139"
"823001","98986"
"141001","98982"
"505001","98937"
"700006","98918"
"457001","98886"
"496005","98838"
"395003","98804"
"516360","98803"
"560100","98779"
"201318","98765"
"700156","98734"
"700039","98592"
"800020","98591"
"452016","98532"
"600100","98526"
"201304","98500"
"560068","98487"
"250001","98424"
"110043","98358"
"500016","98286"
"455001","98265"
"560058","98214"
"832108","98171"
"700015","98087"
"485001","98080"
"382345","98070"
"751019","98050"
"801503","98037"
"760001","98015"
"800006","97937"
"520010","97752"
"832107","97712"
"635109","97699"
"700091","97621"
"495450","97597"
"600042","97578"
"600116","97574"
"160002","97548"
"517507","97534"
"826001","97514"
"396210","97488"
"782446","97436"
"802301","97433"
"635126","97362"
"530016","97323"
"174101","97287"
"302017","97262"
"201308","97239"
"160101","97213"
"492009","97149"
"700150","97135"
"396230","97116"
"248008","97108"
"382481","96759"
"831001","96699"
"490023","96605"
"494001","96517"
"842001","96473"
"263148","96384"
"500081","96365"
"783380","96232"
"834001","96208"
"462001","96155"
"140301","96091"
"825409","96009"
"141008","95986"
"834002","95925"
"141007","95916"
"395004","95896"
"500008","95864"
"742304","95822"
"845438","95794"
"783348","95786"
"201014","95743"
"825303","95743"
"247667","95688"
"110059","95496"
"500032","95389"
"491441","95381"
"248007","95374"
"110042","95335"
"751012","95281"
"382415","95250"
"756001","95184"
"845401","95162"
"641602","95158"
"721101","95145"
"144001","95113"
"751003","95083"
"752001","94975"
"452001","94894"
"124001","94885"
"500037","94815"
"145001","94773"
"800001","94711"
"480001","94636"
"700135","94553"
"244713","94503"
"395006","94500"
"832108","94485"
"110094","94322"
"600056","94311"
"302020","94293"
"516001","94209"
"518002","94193"
"753001","94137"
"600053","94042"
"815353","94024"
"160002","93969"
"832107","93923"
"524002","93834"
"782446","93833"
"560037","93771"
"700039","93674"
"248008","93668"
"491001","93667"
"160101","93655"
"121102","93648"
"141003","93638"
"482001","93550"
"600003","93539"
"751006","93529"
"711101","93507"
"431003","93461"
"700156","93439"
"751019","93433"
"173205","93348"
"495450","93326"
"302029","93316"
"783380","93298"
"140603","93273"
"147001","93261"
"530026","93224"
"249403","93197"
"496005","93194"
"515001","93191"
"700015","93175"
"827013","93171"
"180001","93128"
"560091","93071"
"247661","93011"
"751024","93000"
"700091","92988"
"751002","92941"
"263153","92876"
"174101","92820"
"846004","92791"
"700006","92747"
"760001","92651"
"263148","92543"
"825409","92468"
"497001","92438"
"492009","92386"
"783348","92313"
"700150","92299"
"123401","92297"
"382350","92274"
"494001","92244"
"335001","92230"
"482002","92148"
"141001","92089"
"495001","91881"
"396210","91807"
"490023","91792"
"600042","91756"
"801503","91718"
"410501","91512"
"823001","91491"
"831001","91432"
"834002","91392"
"520010","91299"
"110044","91279"
"600116","91189"
"560064","91185"
"742304","91059"
"802301","91053"
"560066","91000"
"395003","90925"
"313001","90885"
"832107","90713"
"485001","90615"
"248008","90571"
"751012","90516"
"382481","90515"
"751003","90465"
"160002","90463"
"122051","90453"
"144001","90415"
"826001","90365"
"396191","90365"
"756001","90352"
"721101","90324"
"832108","90318"
"263139","90316"
"382345","90259"
"602105","90254"
"600100","90250"
"180001","90238"
"752001","90234"
"160002","90211"
"825303","90123"
"635126","90075"
"141007","90040"
"248007","90039"
"201307","89958"
"140301","89916"
"301001","89896"
"516360","89774"
"160101","89650"
"247661","89641"
"842001","89605"
"395010","89595"
"452010","89541"
"452016","89460"
"263148","89331"
"457001","89121"
"302012","89071"
"302001","89061"
"201009","88997"
"785001","88986"
"491441","88935"
"495450","88925"
"781032","88920"
"421302","88889"
"751019","88799"
"145001","88761"
"825409","88723"
"190001","88574"
"700039","88546"
"395004","88490"
"783101","88467"
"700091","88432"
"682024","88371"
"411028","88343"
"700135","88230"
"753001","88199"
"244713","88182"
"193201","88146"
"600053","88146"
"248001","88106"
"494001","88104"
"700015","88070"
"160002","87935"
"174101","87920"
"400072","87905"
"455001","87837"
"700156","87746"
"600003","87638"
"302015","87634"
"311001","87612"
"247667","87577"
"600056","87572"
"530016","87556"
"700150","87552"
"751006","87528"
"635109","87458"
"530026","87449"
"492009","87424"
"160002","87417"
"496005","87358"
"141003","87313"
"751024","87271"
"248008","87242"
"173025","87107"
"491001","87076"
"832107","87073"
"396230","87039"
"760001","86980"
"490023","86886"
"751002","86879"
"827013","86858"
"834002","86847"
"147001","86847"
"140603","86818"
"815353","86679"
"394210","86656"
"795004","86604"
"122002","86547"
"700006","86507"
"121004","86428"
"711101","86422"
"382415","86315"
"785001","86311"
"249404","86238"
"492001","86083"
"800020","86072"
"742304","86045"
"141008","86040"
"832108","86036"
"600042","86035"
"480001","85991"
"517507","85980"
"751003","85966"
"846004","85920"
"190001","85915"
"462001","85889"
"524002","85878"
"403516","85822"
"831001","85789"
"520010","85779"
"263148","85744"
"249403","85731"
"396210","85704"
"781032","85683"
"396215","85666"
"752001","85664"
"682024","85642"
"845438","85599"
"751012","85593"
"845401","85543"
"641602","85509"
"600116","85493"
"144001","85478"
"263153","85399"
"160101","85368"
"122006","85334"
"721101","85333"
"801503","85326"
"756001","85311"
"783101","85206"
"141001","85126"
"482001","85035"
"173205","85023"
"825409","85009"
"193201","84921"
"518002","84918"
"560076","84767"
"182101","84759"
"826001","84718"
"516001","84693"
"802301","84588"
"173025","84546"
"411057","84490"
"495450","84459"
"248007","84416"
"382481","84353"
"751019","84327"
"411014","84300"
"823001","84238"
"825303","84208"
"302017","84185"
"110096","84164"
"515001","84157"
"160002","84151"
"248008","84131"
"403516","84080"
"141007","83818"
"832107","83800"
"495001","83752"
"500016","83751"
"600100","83667"
"494001","83653"
"700091","83634"
"110092","83600"
"382350","83582"
"140301","83566"
"500081","83424"
"249404","83422"
"201102","83251"
"124001","83228"
"491441","83189"
"795004","83182"
"842001","83156"
"201308","83096"
"497001","83017"
"174101","83008"
"700039","82997"
"517501","82873"
"335001","82868"
"182101","82810"
"500055","82804"
"602105","82779"
"485001","82766"
"145001","82752"
"250001","82743"
"411033","82739"
"500039","82675"
"700150","82669"
"700015","82658"
"122001","82656"
"395003","82557"
"781308","82536"
"700135","82532"
"834002","82470"
"781032","82438"
"753001","82375"
"800006","82368"
"263139","82326"
"263148","82295"
"396215","82279"
"160036","82254"
"751006","82195"
"700156","82138"
"500032","82107"
"382345","82048"
"211002","81996"
"492009","81992"
"600003","81870"
"201014","81787"
"201304","81781"
"600053","81716"
"490023","81694"
"751024","81692"
"244713","81687"
"452016","81668"
"396191","81666"
"516360","81619"
"832108","81602"
"496005","81517"
"560078","81415"
"760001","81360"
"751003","81290"
"122051","81253"
"452001","81206"
"530026","81191"
"825409","81101"
"160101","81030"
"160002","81021"
"635126","80964"
"752001","80864"
"141003","80862"
"600042","80853"
"742304","80698"
"751002","80656"
"815353","80609"
"248008","80606"
"505001","80561"
"827013","80521"
"121102","80409"
"781308","80391"
"751012","80366"
"249404","80316"
"635109","80309"
"560100","80283"
"123401","80255"
"831001","80242"
"495450","80200"
"700006","80147"
"144001","80134"
"247667","80123"
"110041","80112"
"721101","80088"
"832107","80065"
"756001","80060"
"457001","80045"
"147001","80029"
"421201","80013"
"140603","79903"
"795004","79881"
"395004","79826"
"396210","79673"
"751019","79669"
"302013","79661"
"781032","79587"
"110086","79557"
"491001","79505"
"520010","79453"
"494001","79440"
"600116","79368"
"160036","79333"
"110085","79225"
"382481","79158"
"160047","79086"
"302020","79083"
"249403","79076"
"846004","79075"
"382415","78997"
"600056","78968"
"834001","78932"
"396215","78882"
"801503","78835"
"600100","78806"
"711101","78806"
"560043","78779"
"248007","78753"
"141001","78741"
"121003","78699"
"263148","78674"
"700091","78602"
"160047","78596"
"263153","78422"
"825303","78418"
"791110","78414"
"826001","78310"
"823001","78258"
"396230","78132"
"781025","77987"
"174101","77954"
"834002","77941"
"302029","77899"
"500008","77897"
"802301","77893"
"482002","77791"
"530016","77790"
"600003","77789"
"410206","77756"
"524002","77681"
"500037","77674"
"141007","77652"
"160002","77592"
"700039","77544"
"700150","77501"
"480001","77495"
"173205","77412"
"249404","77375"
"832108","77368"
"700015","77301"
"602105","77276"
"145001","77208"
"201318","77173"
"491441","77139"
"140301","77135"
"700156","77110"
"825409","77097"
"753001","77095"
"500018","77041"
"700135","77035"
"751006","76968"
"160101","76960"
"248008","76924"
"845401","76909"
"842001","76881"
"431003","76860"
"143001","76846"
"795004","76833"
"160047","76832"
"452010","76811"
"516001","76617"
"781032","76617"
"492009","76560"
"751024","76546"
"160036","76529"
"490023","76521"
"783370","76469"
"605110","76456"
"845438","76410"
"496005","76306"
"832107","76283"
"751003","76274"
"760001","76245"
"518002","75952"
"752001","75916"
"301001","75902"
"791110","75898"
"396215","75883"
"160047","75839"
"173025","75835"
"495450","75706"
"641602","75544"
"781025","75499"
"600042","75433"
"382345","75408"
"141008","75374"
"560037","75304"
"782435","75295"
"302001","75261"
"462001","75250"
"751012","75248"
"831001","75214"
"495001","75175"
"742304","75175"
"515001","75171"
"494001","74989"
"560058","74965"
"263148","74888"
"721101","74818"
"827013","74789"
"756001","74777"
"751019","74760"
"144001","74733"
"751002","74717"
"482001","74711"
"485001","74626"
"815353","74586"
"497001","74566"
"244713","74529"
"530026","74501"
"600003","74485"
"110043","74435"
"396210","74340"
"160036","74155"
"382350","74106"
"249404","74067"
"700006","74060"
"160036","73988"
"452016","73956"
"455001","73952"
"382481","73913"
"192301","73907"
"795004","73902"
"781032","73878"
"160002","73870"
"140603","73870"
"141003","73781"
"110044","73732"
"302015","73697"
"248007","73657"
"700091","73614"
"395010","73560"
"605110","73542"
"600053","73528"
"396191","73506"
"147001","73497"
"263139","73468"
"825303","73360"
"311001","73337"
"249403","73299"
"247667","73268"
"516360","73267"
"783370","73240"
"395003","73240"
"248008","73141"
"160047","73128"
"834002","73117"
"635126","73063"
"832108","72950"
"825409","72941"
"711101","72920"
"173025","72912"
"410501","72841"
"396215","72836"
"520010","72722"
"174101","72710"
"700039","72654"
"160101","72637"
"782435","72564"
"751024","72471"
"560066","72460"
"801503","72440"
"832107","72439"
"800020","72430"
"700015","72429"
"201307","72411"
"846004","72384"
"700150","72347"
"600100","72286"
"600056","72281"
"395006","72275"
"751006","72267"
"141007","72244"
"491001","72228"
"700156","72172"
"635109","72159"
"382415","72158"
"160036","72088"
"823001","71999"
"201009","71991"
"802301","71937"
"781022","71920"
"753001","71912"
"394210","71909"
"141001","71885"
