"pincode","registered_users"
"482002","49877"
"302029","49859"
"751019","49836"
"248008","49821"
"781001","49784"
"799001","49774"
"783380","49755"
"500037","49738"
"641602","49716"
"682020","49665"
"682025","49663"
"786001","49628"
"431003","49627"
"160022","49605"
"751012","49576"
"782435","49528"
"682019","49494"
"160014","49435"
"760001","49413"
"600116","49401"
"797112","49392"
"201318","49362"
"201304","49291"
"396215","49261"
"673008","49231"
"175131","49213"
"403516","49202"
"173212","49172"
"395004","49139"
"700019","49127"
"403802","49057"
"832107","49040"
"605008","49011"
"140301","49010"
"403001","49009"
"403601","49007"
"520010","48991"
"751003","48967"
"249404","48958"
"751024","48946"
"799002","48938"
"421302","48926"
"151001","48875"
"721101","48860"
"781022","48859"
"145001","48845"
"826001","48832"
"605004","48829"
"174101","48771"
"560043","48734"
"490006","48734"
"141003","48731"
"682030","48727"
"605110","48727"
"124001","48721"
"605107","48667"
"682024","48663"
"602105","48656"
"670645","48655"
"700091","48641"
"683561","48640"
"248007","48633"
"452016","48626"
"834001","48548"
"751006","48544"
"785001","48543"
"795004","48527"
"160047","48505"
"700021","48503"
"403401","48492"
"396191","48467"
"147001","48451"
"175131","48428"
"781011","48416"
"682042","48385"
"396235","48364"
"782003","48326"
"682035","48263"
"605001","48261"
"335001","48196"
"791110","48172"
"827013","48155"
"700039","48153"
"173025","48141"
"600056","48134"
"781038","48134"
"121003","48088"
"695001","48080"
"682025","48077"
"635109","48062"
"825409","48011"
"799001","47966"
"682019","47963"
"263153","47954"
"302015","47908"
"752001","47907"
"682020","47879"
"182101","47853"
"403802","47824"
"815353","47822"
"160002","47806"
"490023","47785"
"831001","47767"
"783380","47759"
"756001","47705"
"605001","47701"
"700015","47696"
"786001","47682"
"160022","47654"
"175131","47616"
"403516","47604"
"782435","47562"
"799003","47558"
"194101","47552"
"160014","47548"
"160036","47535"
"825303","47530"
"495450","47509"
"737101","47504"
"110041","47451"
"173212","47440"
"497001","47425"
"700156","47420"
"832108","47351"
"781001","47222"
"605008","47193"
"635126","47157"
"160101","47100"
"600042","47069"
"605004","47060"
"491001","47000"
"751002","46998"
"403001","46997"
"194101","46975"
"382415","46926"
"263148","46923"
"313001","46898"
"785001","46869"
"670645","46867"
"311001","46853"
"797112","46784"
"781032","46783"
"403601","46781"
"175131","46764"
"605107","46763"
"673592","46732"
"403401","46716"
"682024","46703"
"516001","46691"
"403507","46652"
"403401","46639"
"753001","46630"
"682035","46619"
"524002","46616"
"751019","46593"
"247667","46574"
"793001","46559"
"781011","46533"
"797001","46527"
"173205","46448"
"782003","46442"
"791110","46438"
"682025","46400"
"794104","46391"
"396230","46381"
"682020","46356"
"492009","46345"
"560066","46324"
"110043","46307"
"800020","46299"
"421201","46211"
"834002","46195"
"173030","46186"
"781022","46108"
"492001","46075"
"682042","46049"
"396210","46041"
"823001","46023"
"786001","46000"
"180001","45987"
"781038","45987"
"845401","45977"
"737101","45934"
"799001","45881"
"700135","45853"
"791111","45802"
"801503","45773"
"842001","45763"
"695001","45760"
"751012","45757"
"396235","45747"
"403516","45745"
"395010","45734"
"799003","45730"
"682301","45712"
"700019","45694"
"173212","45684"
"302017","45661"
"396215","45646"
"605008","45621"
"782435","45621"
"605110","45619"
"182101","45610"
"160022","45609"
"496005","45607"
"600053","45586"
"783380","45548"
"249404","45495"
"160014","45488"
"605004","45469"
"403401","45431"
"490006","45425"
"500081","45422"
"144001","45418"
"791102","45384"
"795004","45367"
"140603","45359"
"682032","45351"
"491441","45344"
"160047","45337"
"244713","45275"
"670645","45257"
"517507","45241"
"248008","45231"
"396193","45146"
"518002","45145"
"173030","45118"
"793001","45078"
"700006","45036"
"785001","45031"
"673592","45026"
"173025","45026"
"175131","44991"
"403507","44989"
"797001","44981"
"395009","44962"
"123401","44946"
"682035","44934"
"751003","44895"
"403001","44871"
"781011","44810"
"682025","44808"
"802301","44801"
"151001","44790"
"781001","44765"
"122051","44764"
"403401","44729"
"410206","44726"
"605107","44713"
"682020","44692"
"832107","44659"
"791110","44631"
"845438","44617"
"171001","44610"
"682024","44605"
"403601","44524"
"781028","44524"
"760001","44521"
"160036","44518"
"403722","44513"
"794104","44487"
"605008","44448"
"180001","44351"
"797112","44337"
"403802","44336"
"737101","44334"
"812001","44256"
"786001","44226"
"721101","44210"
"394210","44190"
"160002","44149"
"752001","44147"
"110084","44143"
"791111","44093"
"682301","44067"
"173212","44064"
"500039","44050"
"500016","44047"
"700039","44028"
"145001","43993"
"700091","43980"
"605008","43969"
"799003","43963"
"756001","43951"
"396193","43944"
"248007","43943"
"832108","43921"
"782435","43920"
"600116","43913"
"682032","43845"
"682042","43832"
"825409","43832"
"500032","43828"
"248001","43810"
"605004","43746"
"781038","43745"
"791102","43715"
"403516","43715"
"174101","43696"
"462001","43609"
"799001","43603"
"482001","43593"
"263139","43573"
"175131","43559"
"670645","43529"
"682035","43525"
"695001","43506"
"744103","43485"
"160022","43479"
"160101","43456"
"490023","43443"
"783380","43396"
"530016","43386"
"143001","43359"
"781032","43335"
"700015","43325"
"785001","43324"
"160014","43314"
"182101","43312"
"673592","43307"
"403507","43282"
"682020","43203"
"605008","43197"
"781022","43191"
"141003","43136"
"171001","43061"
"781028","43026"
"682025","42979"
"737101","42978"
"452001","42977"
"396235","42975"
"495450","42930"
"263148","42926"
"791110","42898"
"403722","42895"
"781011","42885"
"600100","42866"
"711101","42834"
"831001","42814"
"174303","42803"
"403802","42787"
"180001","42774"
"403001","42745"
"141001","42727"
"403401","42722"
"122002","42709"
"825303","42673"
"110042","42647"
"560064","42625"
"786001","42577"
"605107","42562"
"249403","42546"
"834002","42526"
"682024","42517"
"396215","42510"
"560058","42501"
"605110","42482"
"160047","42473"
"515001","42466"
"682301","42463"
"122006","42454"
"193201","42443"
"201308","42420"
"751006","42410"
"791111","42397"
"560103","42384"
"605008","42383"
"751019","42361"
"795001","42355"
"799003","42296"
"403601","42284"
"682032","42282"
"751012","42254"
"495001","42241"
"121001","42239"
"744103","42228"
"781001","42225"
"140301","42199"
"700019","42157"
"605004","42155"
"173212","42153"
"782435","42067"
"175001","42064"
"490006","42008"
"682035","41999"
"795128","41998"
"492009","41984"
"457001","41975"
"516360","41963"
"670645","41939"
"175131","41927"
"795004","41917"
"173025","41910"
"700156","41906"
"403507","41891"
"673592","41858"
"500055","41831"
"797112","41813"
"249404","41745"
"605009","41720"
"403516","41711"
"132001","41673"
"411041","41663"
"382350","41644"
"641602","41636"
"496005","41612"
"174303","41563"
"171001","41534"
"781038","41519"
"600042","41510"
"827013","41506"
"160036","41473"
"600056","41450"
"682042","41448"
"160022","41445"
"682020","41421"
"785001","41419"
"751024","41412"
"737101","41406"
"396210","41395"
"799001","41385"
"411046","41385"
"180001","41361"
"781028","41323"
"799014","41290"
"403802","41222"
"695001","41207"
"250001","41193"
"403722","41184"
"144001","41150"
"795001","41121"
"160014","41121"
"753001","41108"
"783380","41067"
"682301","41067"
"182101","41063"
"682025","41047"
"151001","41035"
"502032","41008"
"791111","40993"
"791110","40977"
"248008","40946"
"682032","40897"
"395003","40881"
"452010","40850"
"193201","40824"
"751003","40810"
"141008","40803"
"175001","40802"
"160002","40795"
"781011","40762"
"491441","40731"
"826001","40717"
"786001","40689"
"605008","40658"
"403001","40658"
"799003","40656"
"795128","40621"
"147001","40621"
"403401","40592"
"530026","40580"
"682035","40564"
"175131","40538"
"682024","40513"
"177001","40510"
"491001","40489"
"721101","40414"
"635126","40399"
"605004","40383"
"756001","40355"
"832107","40344"
"602105","40337"
"673592","40332"
"403507","40331"
"605107","40308"
"782435","40288"
"670645","40256"
"781022","40254"
"605009","40214"
"760001","40210"
"173212","40204"
"834008","40189"
"832108","40181"
"171001","40143"
"244713","40130"
"799014","40124"
"403722","40100"
"480001","40061"
"175001","40037"
"396235","40023"
"700135","40010"
"160101","39986"
"403601","39985"
"452016","39967"
"737101","39951"
"751007","39900"
"517501","39884"
"815353","39881"
"180001","39841"
"497001","39828"
"403802","39799"
"403516","39737"
"781028","39737"
"605110","39705"
"301001","39681"
"403722","39670"
"781032","39646"
"682301","39558"
"635109","39553"
"682020","39537"
"781001","39514"
"682032","39475"
"160047","39470"
"842001","39428"
"785001","39413"
"174101","39379"
"263153","39375"
"791111","39368"
"781038","39366"
"485001","39351"
"500037","39329"
"263148","39290"
"160022","39282"
"799001","39256"
"193201","39238"
"177001","39230"
"797115","39223"
"700039","39202"
"600053","39199"
"173025","39145"
"396215","39109"
"801503","39106"
"797112","39088"
"799003","39083"
"247667","39066"
"682025","39062"
"160014","39045"
"700021","39042"
"791110","39026"
"302001","39025"
"175131","38954"
"403722","38927"
"751002","38919"
"520010","38918"
"495450","38901"
"834002","38891"
"682042","38880"
"403507","38878"
"682035","38857"
"145001","38854"
"783380","38840"
"673592","38815"
"700091","38808"
"201014","38782"
"490023","38778"
"605008","38768"
"171001","38756"
"605009","38756"
"786001","38716"
"695001","38710"
"182101","38671"
"670645","38662"
"781011","38612"
"176001","38591"
"226010","38589"
"700015","38579"
"175001","38572"
"605004","38540"
"600119","38537"
"403401","38530"
"396191","38490"
"403001","38489"
"782435","38441"
"490006","38436"
"180001","38414"
"516001","38402"
"248007","38386"
"403802","38360"
"682024","38351"
"737101","38348"
"160036","38339"
"382481","38313"
"812001","38300"
"802301","38256"
"600003","38221"
"249404","38205"
"173212","38203"
"751019","38191"
"140603","38176"
"605107","38173"
"403722","38166"
"682301","38160"
"682032","38133"
"781028","37934"
"455001","37899"
"825303","37882"
"797115","37861"
"176001","37858"
"791111","37844"
"395004","37825"
"193201","37816"
"795004","37728"
"160002","37722"
"700019","37693"
"682020","37658"
"176001","37658"
"201304","37654"
"781022","37652"
"831001","37652"
"482002","37645"
"403516","37615"
"518002","37593"
"524002","37559"
"403601","37507"
"605009","37477"
"785001","37438"
"171001","37430"
"799003","37391"
"823001","37326"
"175131","37302"
"793001","37289"
"492009","37269"
"403507","37261"
"141003","37255"
"673592","37241"
"751003","37236"
"496005","37229"
"248008","37215"
"175001","37181"
"682025","37172"
"396210","37160"
"173205","37149"
"781038","37135"
"834008","37103"
"396235","37083"
"682035","37065"
"799001","37053"
"176310","37006"
"403802","36991"
"160022","36978"
"845401","36977"
"124001","36966"
"791110","36914"
"180001","36869"
"160014","36857"
"605008","36856"
"781001","36847"
"834005","36829"
"670645","36777"
"160101","36777"
"786001","36760"
"403722","36725"
"335001","36679"
"605004","36618"
"782435","36615"
"682032","36609"
"791113","36606"
"781011","36583"
"737101","36580"
"682301","36567"
"395009","36563"
"832108","36551"
"605110","36516"
"382415","36510"
"751012","36501"
"176001","36495"
"781032","36494"
"151001","36490"
"783380","36481"
"174303","36399"
"751007","36395"
"403401","36388"
"700006","36387"
"682042","36378"
"193201","36376"
"797112","36359"
"791001","36325"
"160047","36323"
"462001","36311"
"173212","36295"
"753001","36288"
"721101","36261"
"173025","36256"
"791111","36205"
"141001","36199"
"182101","36192"
"695001","36185"
"313001","36182"
"605009","36129"
"403001","36113"
"682024","36108"
"781028","36089"
"396230","36053"
"605107","35995"
"263139","35979"
"175001","35958"
"180020","35933"
"171001","35912"
"793001","35904"
"263148","35816"
"605007","35792"
"682020","35790"
"700156","35762"
"673592","35697"
"795001","35667"
"176310","35606"
"799003","35586"
"403507","35584"
"785001","35517"
"175131","35511"
"140301","35509"
"160036","35489"
"845438","35432"
"396215","35428"
"174101","35428"
"791113","35424"
"756001","35417"
"403802","35405"
"180005","35403"
"144001","35403"
"403516","35395"
"491441","35384"
"751006","35365"
"482001","35303"
"682035","35277"
"737102","35216"
"682025","35172"
"180001","35165"
"600042","35139"
"495450","35125"
"176001","35107"
"174303","35072"
"605008","35063"
"403722","35057"
"249404","35047"
"791001","35042"
"403601","35016"
"670645","34974"
"192231","34970"
"682032","34936"
"791110","34915"
"160002","34899"
"760001","34895"
"193201","34892"
"605007","34883"
"682301","34880"
"786001","34879"
"781022","34873"
"605009","34866"
"737101","34848"
"605004","34846"
"827013","34760"
"799001","34754"
"781038","34724"
"834002","34707"
"180020","34697"
"737102","34655"
"782435","34642"
"175001","34584"
"396235","34583"
"160022","34573"
"793001","34548"
"516360","34544"
"490006","34533"
"249403","34499"
"781011","34495"
"781001","34483"
"160014","34469"
"123401","34462"
"751019","34425"
"600056","34394"
"791111","34393"
"147001","34358"
"605011","34347"
"181133","34335"
"176310","34290"
"795001","34272"
"171001","34261"
"173212","34260"
"781028","34231"
"530016","34201"
"826001","34164"
"530026","34126"
"517507","34111"
"682042","34103"
"403401","34083"
"244713","34073"
"180005","34066"
"783380","34031"
"673592","33986"
"797112","33978"
"799001","33925"
"695001","33913"
"700039","33907"
"176001","33898"
"682020","33886"
"834008","33864"
"490023","33849"
"403507","33849"
"682024","33834"
"175131","33781"
"799003","33780"
"174303","33755"
"403001","33753"
"403802","33724"
"492001","33697"
"605107","33660"
"182101","33659"
"248008","33613"
"457001","33608"
"834005","33595"
"160047","33566"
"682035","33556"
"192231","33550"
"700135","33534"
"145001","33513"
"785001","33508"
"190001","33477"
"122051","33437"
"180020","33426"
"180001","33417"
"193201","33394"
"793001","33371"
"175001","33363"
"605009","33355"
"403722","33341"
"635126","33327"
"825303","33318"
"491001","33311"
"248007","33290"
"682032","33271"
"832108","33258"
"751007","33240"
"160101","33226"
"173025","33220"
"781032","33205"
"737102","33172"
"799001","33172"
"403516","33166"
"737101","33157"
"795138","33154"
"605008","33154"
"682301","33154"
"605011","33153"
"791113","33127"
"700015","33113"
"700091","33109"
"176310","33101"
"181133","33093"
"682025","33080"
"160036","33042"
"711101","33006"
"670645","32968"
"795001","32940"
"791110","32931"
"605004","32915"
"786001","32892"
"751024","32884"
"452016","32883"
"180005","32856"
"403601","32812"
"480001","32800"
"842001","32797"
"600119","32763"
"782435","32753"
"605011","32727"
"700019","32710"
"396210","32703"
"171001","32684"
"600053","32652"
"791111","32620"
"176001","32600"
"801503","32597"
"396215","32569"
"791102","32565"
"151001","32544"
"700001","32530"
"174303","32525"
"263148","32479"
"815353","32458"
"799001","32443"
"795004","32442"
"160022","32441"
"781028","32414"
"737134","32413"
"605007","32412"
"600100","32407"
"180020","32405"
"605110","32402"
"781038","32353"
"485001","32316"
"781011","32293"
"382481","32292"
"382350","32292"
"673592","32286"
"190001","32253"
"492009","32208"
"192231","32204"
"793001","32160"
"403507","32152"
"173212","32132"
"160014","32068"
"641602","32062"
"403802","32057"
"795138","32039"
"737102","32009"
"160002","31994"
"495450","31991"
"193201","31990"
"175131","31988"
"799003","31986"
"394210","31969"
"249404","31967"
"515001","31964"
"175001","31959"
"605011","31957"
"831001","31957"
"605011","31926"
"174101","31906"
"176310","31903"
"403521","31894"
"791113","31894"
"781001","31894"
"396235","31891"
"520010","31871"
"682020","31859"
"181133","31854"
"781022","31853"
"180005","31821"
"605009","31818"
"600003","31780"
"812001","31778"
"403401","31770"
"682024","31763"
"180001","31758"
"795001","31726"
"682035","31716"
"682032","31679"
"751003","31663"
"403001","31639"
"682042","31620"
"247667","31596"
"792103","31590"
"403722","31588"
"132001","31575"
"682301","31551"
"783380","31551"
"403501","31498"
"496005","31493"
"737134","31469"
"403509","31432"
"495001","31414"
"695001","31411"
"797112","31403"
"182101","31390"
"791102","31384"
"176001","31362"
"184121","31352"
"737101","31343"
"785001","31327"
"174303","31286"
"605107","31257"
"737134","31252"
"497001","31248"
"605007","31246"
"721101","31211"
"842002","31195"
"180020","31180"
"524002","31134"
"403516","31109"
"751002","31103"
"160047","31101"
"141003","31098"
"605008","31097"
"171001","31090"
"190001","31016"
"793001","30984"
"682025","30965"
"192231","30943"
"670645","30931"
"791111","30912"
"737102","30867"
"793101","30862"
"834008","30854"
"605004","30853"
"605011","30844"
"141008","30839"
"403509","30835"
"403501","30835"
"403521","30789"
"395003","30787"
"786001","30785"
"140603","30767"
"181133","30758"
"791110","30734"
"782435","30729"
"193224","30711"
"605010","30689"
"602105","30685"
"180005","30668"
"791113","30667"
"176310","30657"
"605001","30589"
"490006","30575"
"605013","30565"
"799003","30559"
"160019","30557"
"781028","30534"
"834002","30520"
"795001","30512"
"175001","30499"
"248008","30492"
"396191","30464"
"403802","30460"
"160036","30449"
"673592","30447"
"781032","30419"
"799001","30415"
"193201","30410"
"834005","30404"
"823001","30395"
"395009","30378"
"792103","30366"
"403601","30363"
"152116","30355"
"635109","30342"
"403507","30339"
"160022","30329"
"781038","30260"
"605009","30254"
"184121","30250"
"173025","30216"
"799003","30202"
"180020","30116"
"176061","30073"
"737134","30066"
"160025","30057"
"176001","30045"
"781011","30045"
"180001","30020"
"175131","30015"
"682032","30009"
"173212","30003"
"605007","30001"
"263153","29988"
"160014","29983"
"791102","29977"
"832108","29975"
"403722","29946"
"190001","29937"
"382415","29895"
"737102","29890"
"751012","29858"
"194104","29839"
"682020","29826"
"682035","29804"
"192231","29798"
"673032","29788"
"753001","29776"
"263148","29770"
"403401","29759"
"605011","29754"
"799006","29750"
"194104","29719"
"491441","29687"
"793001","29682"
"160019","29678"
"403521","29665"
"799003","29635"
"193224","29615"
"793101","29610"
"180005","29601"
"605010","29601"
"791113","29580"
"181133","29560"
"403512","29553"
"605001","29530"
"797115","29527"
"403001","29484"
"827013","29476"
"171001","29456"
"605013","29454"
"783380","29414"
"737101","29396"
"682024","29392"
"609602","29382"
"795001","29381"
"795148","29377"
"176310","29369"
"194104","29327"
"173205","29254"
"781022","29237"
"249404","29233"
"785001","29194"
"160101","29177"
"160025","29175"
"605107","29175"
"791111","29128"
"756001","29096"
"605008","29084"
"516001","29078"
"175001","29069"
"781001","29045"
"518002","29043"
"682025","29029"
"184121","29019"
"396215","28959"
"605007","28923"
"182101","28888"
"737134","28882"
"180020","28871"
"174303","28849"
"737102","28847"
"160002","28840"
"605004","28831"
"193201","28829"
"791102","28825"
"190001","28819"
"670645","28806"
"403512","28792"
"605110","28750"
"176001","28749"
"403802","28748"
"403516","28745"
"605009","28729"
"396235","28723"
"160047","28715"
"605011","28704"
"495450","28696"
"751019","28694"
"799102","28683"
"403521","28680"
"786001","28664"
"782435","28639"
"160030","28626"
"141001","28616"
"799006","28606"
"795002","28573"
"609602","28564"
"673592","28563"
"781028","28555"
"791110","28553"
"140301","28551"
"192231","28544"
"605010","28512"
"605001","28499"
"760001","28489"
"403512","28486"
"682042","28485"
"403507","28444"
"605013","28441"
"193224","28441"
"791113","28413"
"795004","28400"
"181133","28396"
"180005","28384"
"845438","28375"
"797115","28359"
"799001","28351"
"825303","28344"
"751006","28340"
"799003","28328"
"797112","28305"
"751007","28305"
"793001","28296"
"194104","28293"
"160015","28274"
"151001","28272"
"249403","28237"
"403722","28215"
"695001","28191"
"180001","28186"
"160022","28178"
"160036","28167"
"682032","28166"
"795148","28151"
"795001","28149"
"799102","28149"
"700156","28135"
"176310","28132"
"173212","28099"
"174101","28081"
"673032","28073"
"175131","28068"
"781011","28064"
"700039","28039"
"184121","27995"
"781038","27985"
"795002","27953"
"682035","27927"
"682020","27924"
"781032","27912"
"795138","27910"
"145001","27844"
"737102","27829"
"490023","27817"
"737134","27814"
"160014","27809"
"605007","27796"
"737126","27769"
"190001","27761"
"403512","27736"
"248007","27725"
"799102","27688"
"171001","27667"
"403521","27648"
"174303","27631"
"834008","27603"
"160030","27601"
"175001","27584"
"403401","27577"
"263139","27575"
"791102","27575"
"605010","27573"
"605001","27546"
"796001","27518"
"799006","27509"
"180020","27497"
"605013","27482"
"605011","27461"
"795133","27452"
"737101","27441"
"244713","27418"
"193224","27379"
"192231","27354"
"462001","27351"
"842001","27334"
"176001","27332"
"160015","27324"
"783380","27308"
"791113","27294"
"600042","27281"
"700019","27277"
"194104","27266"
"791111","27265"
"605008","27263"
"825409","27261"
"160025","27261"
"785001","27259"
"834005","27249"
"801503","27233"
"147001","27232"
"403601","27208"
"797115","27202"
"181133","27194"
"173025","27182"
"605009","27171"
"160011","27168"
"700015","27165"
"700001","27160"
"263148","27145"
"193201","27105"
"180005","27083"
"396210","27039"
"751024","27037"
"605004","27010"
"799102","26998"
"248008","26991"
"812001","26979"
"403802","26955"
"737126","26946"
"491001","26913"
"670645","26911"
"793001","26896"
"682025","26893"
"530026","26889"
"396230","26888"
"605107","26885"
"184121","26884"
"795001","26851"
"737134","26811"
"176310","26787"
"605007","26765"
"786001","26762"
"403001","26737"
"795138","26720"
"403521","26694"
"403512","26680"
"737102","26669"
"482001","26665"
"781001","26634"
"190001","26613"
"711101","26613"
"781022","26607"
"152116","26604"
"160030","26584"
"791110","26578"
"605010","26577"
"781028","26557"
"605001","26555"
"673592","26554"
"403507","26546"
"797103","26533"
"791120","26531"
"799006","26501"
"160047","26498"
"796001","26476"
"782435","26455"
"605013","26451"
"160022","26409"
"160015","26399"
"799003","26398"
"682032","26390"
"791102","26359"
"673032","26355"
"845401","26349"
"194104","26346"
"795008","26342"
"403722","26342"
"842002","26341"
"795133","26332"
"193224","26332"
"175131","26308"
"160015","26300"
"160025","26283"
"174303","26283"
"180001","26276"
"700006","26275"
"160011","26252"
"173212","26251"
"249404","26234"
"605011","26199"
"403516","26198"
"799045","26192"
"516360","26187"
"700091","26184"
"799001","26184"
"831001","26182"
"682035","26156"
"396235","26145"
"797115","26141"
"192231","26129"
"180020","26109"
"682024","26104"
"791113","26077"
"781011","26044"
"175001","26040"
"600100","26004"
"492009","26001"
"834002","25949"
"176001","25946"
"194101","25936"
"181133","25935"
"799114","25934"
"396215","25932"
"247667","25914"
"171001","25888"
"682020","25856"
"682042","25856"
"797001","25855"
"799102","25835"
"605004","25835"
"737132","25826"
"184121","25786"
"160030","25743"
"737134","25736"
"180005","25723"
"600056","25710"
"490006","25695"
"794001","25693"
"605110","25687"
"403512","25682"
"182101","25681"
"605013","25680"
"832108","25666"
"737101","25663"
"791120","25644"
"721101","25642"
"605010","25639"
"605001","25633"
"403521","25628"
"605007","25628"
"795138","25609"
"160014","25601"
"781038","25600"
"160015","25596"
"793001","25549"
"795133","25538"
"605013","25534"
"737102","25512"
"795010","25507"
"795001","25501"
"751003","25477"
"799006","25471"
"795004","25471"
"795008","25460"
"605009","25458"
"635126","25446"
"695001","25442"
"176310","25418"
"751002","25379"
"797103","25370"
"190001","25369"
"194104","25357"
"791111","25349"
"193201","25344"
"160011","25331"
"382481","25321"
"180012","25319"
"160036","25318"
"600119","25310"
"605004","25305"
"785001","25298"
"160025","25291"
"160002","25286"
"160015","25261"
"452016","25256"
"605008","25225"
"799045","25211"
"600003","25211"
"799002","25207"
"826001","25207"
"795133","25175"
"791102","25161"
"403802","25160"
"783380","25150"
"160022","25119"
"797115","25083"
"799004","25040"
"194101","25004"
"605013","24997"
"174303","24940"
"605004","24940"
"496005","24939"
"797001","24917"
"605011","24910"
"457001","24909"
"737132","24896"
"799114","24857"
"786001","24846"
"791113","24830"
"192231","24821"
"781028","24813"
"791001","24813"
"485001","24806"
"751012","24805"
"180020","24799"
"403401","24797"
"403507","24789"
"673592","24788"
"673032","24778"
"160030","24769"
"799003","24761"
"682032","24752"
"799102","24740"
"794001","24730"
"160015","24711"
"670645","24709"
"403512","24698"
"403001","24693"
"792103","24693"
"160101","24670"
"462022","24661"
"184121","24660"
"737134","24659"
"782435","24658"
"795010","24653"
"181133","24618"
"403601","24596"
"180001","24595"
"795138","24595"
"605001","24593"
"795133","24592"
"796005","24590"
"403722","24578"
"160011","24560"
"605010","24548"
"781032","24543"
"173025","24538"
"495450","24526"
"403516","24526"
"799006","24513"
"641602","24485"
"403521","24473"
"175001","24453"
"180005","24442"
"160025","24439"
"194104","24439"
"140603","24429"
"605007","24425"
"605013","24424"
"176001","24421"
"792001","24420"
"791110","24414"
"791122","24404"
"520010","24397"
"834008","24357"
"600053","24350"
"173212","24316"
"263148","24314"
"180012","24303"
"737102","24299"
"799002","24298"
"171001","24282"
"797103","24268"
"175131","24257"
"682035","24248"
"781022","24236"
"825409","24233"
"795001","24200"
"682042","24196"
"497001","24183"
"795133","24154"
"834005","24142"
"793001","24127"
"190001","24126"
"781001","24106"
"194101","24102"
"791102","24093"
"141003","24088"
"797115","24075"
"799004","24074"
"737132","23942"
"797001","23941"
"176310","23938"
"160047","23915"
"160030","23910"
"795103","23909"
"602105","23885"
"160015","23885"
"791001","23879"
"792110","23839"
"799001","23830"
"403515","23798"
"799114","23792"
"682025","23781"
"605009","23778"
"781011","23762"
"737101","23744"
"792103","23741"
"799102","23741"
"403512","23734"
"160011","23730"
"491441","23726"
"605011","23684"
"791111","23660"
"184121","23655"
"796005","23648"
"193201","23642"
"605107","23636"
"737134","23630"
"395009","23628"
"791122","23625"
"797112","23618"
"792001","23614"
"795138","23606"
"403802","23590"
"160022","23574"
"160019","23569"
"737135","23566"
"799131","23555"
"192231","23555"
"799155","23516"
"791113","23506"
"753001","23504"
"174303","23494"
"605001","23444"
"524002","23439"
"781038","23439"
"635109","23421"
"799006","23420"
"682024","23419"
"194104","23418"
"605010","23414"
"180020","23401"
"760001","23382"
"751006","23371"
"799002","23365"
"181133","23359"
"151001","23352"
"695001","23318"
"248008","23314"
"797103","23302"
"160014","23291"
"403521","23291"
"605013","23272"
"751019","23269"
"194101","23265"
"737126","23264"
"756001","23237"
"180012","23216"
"785001","23212"
"795133","23177"
"249404","23175"
"403516","23160"
"605007","23152"
"396235","23143"
"140301","23138"
"737132","23137"
"825303","23130"
"180005","23128"
"799003","23114"
"737102","23098"
"799004","23095"
"797001","23066"
"792110","23059"
"799004","23042"
"403722","23019"
"403515","23003"
"194201","23002"
"737135","23000"
"396215","22996"
"797115","22989"
"737135","22982"
"744105","22976"
"182101","22972"
"160015","22959"
"682032","22958"
"174101","22954"
"781028","22952"
"160030","22922"
"403507","22919"
"160011","22909"
"791001","22907"
"403001","22905"
"795103","22901"
"190001","22898"
"682020","22893"
"176001","22876"
"783380","22873"
"795001","22870"
"799114","22858"
"791102","22850"
"141001","22841"
"194201","22838"
"673032","22837"
"175001","22836"
"396191","22824"
"533464","22823"
"782435","22802"
"605008","22798"
"160019","22767"
"796005","22763"
"382415","22742"
"786001","22736"
"403512","22733"
"673592","22730"
"799131","22726"
"490023","22719"
"795138","22719"
"795004","22710"
"796005","22709"
"700156","22706"
"792103","22670"
"799102","22645"
"751007","22631"
"171001","22628"
"173212","22621"
"180001","22613"
"793001","22612"
"799155","22546"
"799002","22537"
"605110","22470"
"248007","22459"
"737126","22452"
"184121","22450"
"605004","22436"
"737134","22433"
"176310","22418"
"605011","22408"
"194101","22399"
"403401","22379"
"700135","22362"
"194104","22353"
"796009","22352"
"797103","22351"
"533464","22351"
"799004","22343"
"823001","22311"
"799155","22303"
"152116","22303"
"605001","22300"
"605009","22267"
"791113","22258"
"799006","22254"
"403601","22252"
"605010","22248"
"737132","22234"
"141008","22225"
"799004","22215"
"797001","22187"
"403515","22181"
"737135","22179"
"781022","22162"
"795133","22153"
"403521","22153"
"605013","22133"
"192231","22118"
"175131","22105"
"193201","22099"
"173025","22094"
"160036","22093"
"744105","22090"
"174303","22067"
"682042","22058"
"744103","22049"
"180012","22048"
"791001","22012"
"605007","22006"
"160011","22005"
"181133","22005"
"793002","22002"
"491001","21986"
"781001","21980"
"160015","21953"
"799114","21944"
"180020","21927"
"244713","21915"
"797115","21907"
"160022","21892"
"795103","21890"
"160030","21889"
"796005","21882"
"160019","21875"
"796005","21871"
"403802","21866"
"799001","21861"
"791111","21845"
"682024","21814"
"737102","21810"
"147001","21810"
"792103","21807"
"403512","21788"
"682035","21786"
"791110","21772"
"795138","21736"
"670645","21694"
"793210","21684"
"827013","21680"
"799002","21674"
"781011","21654"
"180005","21649"
"799007","21640"
"600042","21630"
"795130","21627"
"190001","21611"
"194103","21608"
"737126","21605"
"791102","21601"
"799155","21588"
"799102","21582"
"194101","21580"
"799155","21559"
"796009","21529"
"799003","21525"
"737101","21525"
"403515","21511"
"797103","21479"
